,country,year,gdp,debt_statistic,value,population,debt_normalized_by_population,population_normalized_by_debt,log_gdp
74,argentina,2013,552025140252.2463,Private sector not guaranteed,6982.4,42202935.0,0.00016544820875609716,6044.187528643447,27.03685942612164
75,argentina,2013,552025140252.2463,Principal repayments (long-term),11761.6,42202935.0,0.0002786915175449291,3588.196758944361,27.03685942612164
76,argentina,2013,552025140252.2463,Public and publicly guaranteed sector,4767.7,42202935.0,0.00011297081589230701,8851.84365627032,27.03685942612164
77,argentina,2013,552025140252.2463,Public sector,4762.2,42202935.0,0.00011284049320266469,8862.066901852086,27.03685942612164
78,argentina,2013,552025140252.2463,of which: General Government,4580.2,42202935.0,0.00010852799692722793,9214.212261473298,27.03685942612164
79,argentina,2013,552025140252.2463,Private sector guaranteed by public sector,5.6,42202935.0,1.3269219309036208e-07,7536238.392857144,27.03685942612164
80,argentina,2013,552025140252.2463,Private sector not guaranteed,6993.8,42202935.0,0.000165718332149174,6034.335411364351,27.03685942612164
81,argentina,2013,552025140252.2463,Interest payments (long-term),3487.9,42202935.0,8.26459107642632e-05,12099.812207918805,27.03685942612164
82,argentina,2013,552025140252.2463,Public and publicly guaranteed sector,2656.6,42202935.0,6.294822860068856e-05,15886.070541293384,27.03685942612164
83,argentina,2013,552025140252.2463,Public sector,2656.6,42202935.0,6.294822860068856e-05,15886.070541293384,27.03685942612164
84,argentina,2013,552025140252.2463,of which: General Government,2608.2,42202935.0,6.180138893183613e-05,16180.866114561768,27.03685942612164
85,argentina,2013,552025140252.2463,Private sector not guaranteed,831.2,42202935.0,1.96953126601266e-05,50773.50216554379,27.03685942612164
86,argentina,2013,552025140252.2463,Summary external debt stock by creditor type,,42202935.0,,,27.03685942612164
87,argentina,2013,552025140252.2463,Long-term External debt stocks,110422.6,42202935.0,0.0026164673144178246,382.1947228194228,27.03685942612164
88,argentina,2013,552025140252.2463,Public and publicly guaranteed debt from:,69886.3,42202935.0,0.0016559582882091021,603.8799449963726,27.03685942612164
89,argentina,2013,552025140252.2463,Official creditors,24763.1,42202935.0,0.000586762508342133,1704.2670344181465,27.03685942612164
90,argentina,2013,552025140252.2463,Multilateral,19432.1,42202935.0,0.0004604442795270044,2171.815449694063,27.03685942612164
91,argentina,2013,552025140252.2463,Bilateral,5331.0,42202935.0,0.00012631822881512862,7916.513787281936,27.03685942612164
92,argentina,2013,552025140252.2463,Private creditors,45123.2,42202935.0,0.001069195779866969,935.282404616694,27.03685942612164
93,argentina,2013,552025140252.2463,Bondholders,43596.2,42202935.0,0.0010330134622153649,968.0415953684037,27.03685942612164
94,argentina,2013,552025140252.2463,Commercial banks and others,1527.1,42202935.0,3.618468715505213e-05,27635.999607098423,27.03685942612164
95,argentina,2013,552025140252.2463,  Private nonguaranteed debt from:,40536.2,42202935.0,0.0009605066567052741,1041.1171989481008,27.03685942612164
96,argentina,2013,552025140252.2463,Bondholders,6579.0,42202935.0,0.000155889631846695,6414.794801641587,27.03685942612164
97,argentina,2013,552025140252.2463,Commercial banks and others,33957.3,42202935.0,0.0008046193943620272,1242.823634387893,27.03685942612164
98,argentina,2013,552025140252.2463,Net financial inflows,,42202935.0,,,27.03685942612164
99,argentina,2013,552025140252.2463,Net debt inflows,,42202935.0,,,27.03685942612164
100,argentina,2013,552025140252.2463,Long-term,-566.4,42202935.0,-1.3420867529710907e-05,-74510.83156779662,27.03685942612164
101,argentina,2013,552025140252.2463,Official creditors,1451.0,42202935.0,3.4381495031092034e-05,29085.41350792557,27.03685942612164
102,argentina,2013,552025140252.2463,Multilateral,1065.5,42202935.0,2.524705923888943e-05,39608.57343969967,27.03685942612164
103,argentina,2013,552025140252.2463,Bilateral,385.4,42202935.0,9.13206628875456e-06,109504.24234561496,27.03685942612164
104,argentina,2013,552025140252.2463,Private creditors,-2017.4,42202935.0,-4.780236256080294e-05,-20919.468127292555,27.03685942612164
105,argentina,2013,552025140252.2463,Bondholders,-2496.4,42202935.0,-5.915228407692499e-05,-16905.517945842013,27.03685942612164
106,argentina,2013,552025140252.2463,Banks and other private,479.0,42202935.0,1.1349921516122042e-05,88106.33611691023,27.03685942612164
107,argentina,2013,552025140252.2463,Short-term,11150.3,42202935.0,0.00026420674296704716,3784.9147556567987,27.03685942612164
108,argentina,2013,552025140252.2463,Net equity inflows,,42202935.0,,,27.03685942612164
109,argentina,2013,552025140252.2463,Foreign direct investment,10604.7,42202935.0,0.0002512787321545291,3979.6444029534073,27.03685942612164
110,argentina,2013,552025140252.2463,Portfolio equity,341.9,42202935.0,8.101332288856213e-06,123436.48727698158,27.03685942612164
111,argentina,2013,552025140252.2463,Debt ratios,,42202935.0,,,27.03685942612164
112,argentina,2013,552025140252.2463,External debt stocks to exports (%),163.2,42202935.0,3.8670296272048375e-06,258596.41544117648,27.03685942612164
113,argentina,2013,552025140252.2463,External debt stocks to GNI (%),27.9,42202935.0,6.610914620037682e-07,1512650.0,27.03685942612164
114,argentina,2013,552025140252.2463,Debt service to exports (%),17.1,42202935.0,4.051850896152128e-07,2468007.894736842,27.03685942612164
115,argentina,2013,552025140252.2463,Short-term to external debt stocks (%),24.4,42202935.0,5.781588413222919e-07,1729628.4836065574,27.03685942612164
116,argentina,2013,552025140252.2463,Multilateral to external debt stocks (%),12.9,42202935.0,3.0566594479744125e-07,3271545.3488372094,27.03685942612164
117,argentina,2013,552025140252.2463,Reserves to external debt stocks (%),18.7,42202935.0,4.4309714478388765e-07,2256841.4438502677,27.03685942612164
118,argentina,2013,552025140252.2463,Gross national income (GNI),538860.3,42202935.0,0.012768313388630437,78.31887967994672,27.03685942612164
119,argentina,2014,526319673731.6383,Total External debt stocks,153793.8,42669500.0,0.00360430283926458,277.44616492992566,26.989174609819035
120,argentina,2014,526319673731.6383,Use of IMF Credit,2926.6,42669500.0,6.858763285250589e-05,14579.88792455409,26.989174609819035
121,argentina,2014,526319673731.6383,Long-term external debt,116976.0,42669500.0,0.0027414429510540317,364.7714061003967,26.989174609819035
122,argentina,2014,526319673731.6383,Public and publicly guaranteed sector,76272.8,42669500.0,0.0017875250471648368,559.4327204455585,26.989174609819035
123,argentina,2014,526319673731.6383,Public sector,76271.8,42669500.0,0.0017875016112211298,559.4400551711117,26.989174609819035
124,argentina,2014,526319673731.6383,of which: General Government,75193.7,42669500.0,0.0017622353203107606,567.4611037892803,26.989174609819035
125,argentina,2014,526319673731.6383,Private sector guaranteed by public sector,1.0,42669500.0,2.3435943706863216e-08,42669500.0,26.989174609819035
126,argentina,2014,526319673731.6383,Private sector not guaranteed,40703.1,42669500.0,0.0009539155602948242,1048.3108166208472,26.989174609819035
127,argentina,2014,526319673731.6383,Short-term external debt,33891.1,42669500.0,0.000794269911763672,1259.0178542449198,26.989174609819035
128,argentina,2014,526319673731.6383,Disbursements (long-term),19684.5,42669500.0,0.00046132483389774897,2167.66999415784,26.989174609819035
129,argentina,2014,526319673731.6383,Public and publicly guaranteed sector,13589.8,42669500.0,0.00031848978778752974,3139.818098868269,26.989174609819035
130,argentina,2014,526319673731.6383,Public sector,13571.5,42669500.0,0.0003180609100176941,3144.0518734111924,26.989174609819035
131,argentina,2014,526319673731.6383,of which: General Government,12171.4,42669500.0,0.00028524824523371494,3505.718323282449,26.989174609819035
132,argentina,2014,526319673731.6383,Private sector guaranteed by public sector,18.4,42669500.0,4.3122136420628317e-07,2318994.5652173916,26.989174609819035
133,argentina,2014,526319673731.6383,Private sector not guaranteed,6094.6,42669500.0,0.00014283270251584857,7001.197781642765,26.989174609819035
134,argentina,2014,526319673731.6383,Principal repayments (long-term),9755.2,42669500.0,0.00022862231804919207,4374.026160406757,26.989174609819035
135,argentina,2014,526319673731.6383,Public and publicly guaranteed sector,4747.4,42669500.0,0.00011125979915396242,8987.972363820198,26.989174609819035
136,argentina,2014,526319673731.6383,Public sector,4693.1,42669500.0,0.00010998722741067977,9091.964799386333,26.989174609819035
137,argentina,2014,526319673731.6383,of which: General Government,4518.5,42669500.0,0.00010589531163946144,9443.288702002877,26.989174609819035
138,argentina,2014,526319673731.6383,Private sector guaranteed by public sector,54.3,42669500.0,1.2725717432826727e-06,785810.3130755065,26.989174609819035
139,argentina,2014,526319673731.6383,Private sector not guaranteed,5007.8,42669500.0,0.00011736251889522962,8520.607851751267,26.989174609819035
140,argentina,2014,526319673731.6383,Interest payments (long-term),6756.8,42669500.0,0.0001583519844385334,6315.0455837082645,26.989174609819035
141,argentina,2014,526319673731.6383,Public and publicly guaranteed sector,5361.0,42669500.0,0.0001256400942124937,7959.242678604738,26.989174609819035
142,argentina,2014,526319673731.6383,Public sector,5361.0,42669500.0,0.0001256400942124937,7959.242678604738,26.989174609819035
143,argentina,2014,526319673731.6383,of which: General Government,5323.7,42669500.0,0.0001247659335122277,8015.008358848169,26.989174609819035
144,argentina,2014,526319673731.6383,Private sector guaranteed by public sector,0.0,42669500.0,0.0,inf,26.989174609819035
145,argentina,2014,526319673731.6383,Private sector not guaranteed,1395.8,42669500.0,3.2711890226039673e-05,30569.92405788795,26.989174609819035
146,argentina,2014,526319673731.6383,Summary external debt stock by creditor type,,42669500.0,,,26.989174609819035
147,argentina,2014,526319673731.6383,Long-term External debt stocks,116976.0,42669500.0,0.0027414429510540317,364.7714061003967,26.989174609819035
148,argentina,2014,526319673731.6383,Public and publicly guaranteed debt from:,76272.8,42669500.0,0.0017875250471648368,559.4327204455585,26.989174609819035
149,argentina,2014,526319673731.6383,Official creditors,26709.1,42669500.0,0.0006259529640609803,1597.5641260843684,26.989174609819035
150,argentina,2014,526319673731.6383,Multilateral,19870.2,42669500.0,0.00046567688864411347,2147.411701945627,26.989174609819035
151,argentina,2014,526319673731.6383,Bilateral,6838.9,42669500.0,0.00016027607541686684,6239.234379797921,26.989174609819035
152,argentina,2014,526319673731.6383,Private creditors,49563.8,42669500.0,0.0011615744266982272,860.9004959264624,26.989174609819035
153,argentina,2014,526319673731.6383,Bondholders,46038.7,42669500.0,0.0010789603815371635,926.8180899981973,26.989174609819035
154,argentina,2014,526319673731.6383,Commercial banks and others,3525.1,42669500.0,8.261404516106352e-05,12104.479305551617,26.989174609819035
155,argentina,2014,526319673731.6383,  Private nonguaranteed debt from:,40703.1,42669500.0,0.0009539155602948242,1048.3108166208472,26.989174609819035
156,argentina,2014,526319673731.6383,Bondholders,7198.7,42669500.0,0.00016870832796259623,5927.389667578868,26.989174609819035
157,argentina,2014,526319673731.6383,Commercial banks and others,33504.4,42669500.0,0.000785207232332228,1273.5491457838373,26.989174609819035
158,argentina,2014,526319673731.6383,Net financial inflows,,42669500.0,,,26.989174609819035
159,argentina,2014,526319673731.6383,Net debt inflows,,42669500.0,,,26.989174609819035
160,argentina,2014,526319673731.6383,Long-term,9929.3,42669500.0,0.00023270251584855693,4297.332138217196,26.989174609819035
161,argentina,2014,526319673731.6383,Official creditors,3629.7,42669500.0,8.506544487280141e-05,11755.654737306115,26.989174609819035
162,argentina,2014,526319673731.6383,Multilateral,461.1,42669500.0,1.0806313643234629e-05,92538.49490349165,26.989174609819035
163,argentina,2014,526319673731.6383,Bilateral,3168.6,42669500.0,7.425913122956679e-05,13466.357381809,26.989174609819035
164,argentina,2014,526319673731.6383,Private creditors,6299.6,42669500.0,0.00014763707097575552,6773.3665629563775,26.989174609819035
165,argentina,2014,526319673731.6383,Bondholders,5254.0,42669500.0,0.00012313244823585934,8121.336124857252,26.989174609819035
166,argentina,2014,526319673731.6383,Banks and other private,1045.6,42669500.0,2.4504622739896177e-05,40808.62662586075,26.989174609819035
167,argentina,2014,526319673731.6383,Short-term,-1748.5,42669500.0,-4.097774757145033e-05,-24403.488704603948,26.989174609819035
168,argentina,2014,526319673731.6383,Net equity inflows,,42669500.0,,,26.989174609819035
169,argentina,2014,526319673731.6383,Foreign direct investment,6009.9,42669500.0,0.00014084767808387723,7099.868550225462,26.989174609819035
170,argentina,2014,526319673731.6383,Portfolio equity,217.9,42669500.0,5.106692133725495e-06,195821.47774208352,26.989174609819035
171,argentina,2014,526319673731.6383,Debt ratios,,42669500.0,,,26.989174609819035
172,argentina,2014,526319673731.6383,External debt stocks to exports (%),182.2,42669500.0,4.270028943390477e-06,234190.45005488474,26.989174609819035
173,argentina,2014,526319673731.6383,External debt stocks to GNI (%),29.9,42669500.0,7.007347168352101e-07,1427073.578595318,26.989174609819035
174,argentina,2014,526319673731.6383,Debt service to exports (%),20.2,42669500.0,4.73406062878637e-07,2112351.485148515,26.989174609819035
175,argentina,2014,526319673731.6383,Short-term to external debt stocks (%),22.0,42669500.0,5.155907615509907e-07,1939522.7272727273,26.989174609819035
176,argentina,2014,526319673731.6383,Multilateral to external debt stocks (%),12.9,42669500.0,3.023236738185355e-07,3307713.1782945734,26.989174609819035
177,argentina,2014,526319673731.6383,Reserves to external debt stocks (%),18.9,42669500.0,4.4293933605971476e-07,2257645.502645503,26.989174609819035
178,argentina,2014,526319673731.6383,Gross national income (GNI),514705.8,42669500.0,0.012062616154395998,82.90075612126384,26.989174609819035
179,argentina,2015,594749285413.2124,Total External debt stocks,177184.6,43131966.0,0.004107964844449706,243.42954184505876,27.111405784637732
180,argentina,2015,594749285413.2124,Use of IMF Credit,2799.2,43131966.0,6.489850242393309e-05,15408.676050300086,27.111405784637732
181,argentina,2015,594749285413.2124,Long-term external debt,114951.1,43131966.0,0.0026651022584966333,375.2201240353507,27.111405784637732
182,argentina,2015,594749285413.2124,Public and publicly guaranteed sector,72820.7,43131966.0,0.0016883232264441642,592.3036444307731,27.111405784637732
183,argentina,2015,594749285413.2124,Public sector,72820.7,43131966.0,0.0016883232264441642,592.3036444307731,27.111405784637732
184,argentina,2015,594749285413.2124,of which: General Government,71911.4,43131966.0,0.0016672414144071244,599.7931621411905,27.111405784637732
185,argentina,2015,594749285413.2124,Private sector guaranteed by public sector,0.0,43131966.0,0.0,inf,27.111405784637732
186,argentina,2015,594749285413.2124,Private sector not guaranteed,42130.4,43131966.0,0.0009767790320524689,1023.7730000189887,27.111405784637732
187,argentina,2015,594749285413.2124,Short-term external debt,59434.2,43131966.0,0.0013779617650630624,725.70954097136,27.111405784637732
188,argentina,2015,594749285413.2124,Disbursements (long-term),16519.6,43131966.0,0.0003830013220357263,2610.9570449647695,27.111405784637732
189,argentina,2015,594749285413.2124,Public and publicly guaranteed sector,8599.3,43131966.0,0.00019937185334885962,5015.753142697662,27.111405784637732
190,argentina,2015,594749285413.2124,Public sector,8599.3,43131966.0,0.00019937185334885962,5015.753142697662,27.111405784637732
191,argentina,2015,594749285413.2124,of which: General Government,8272.4,43131966.0,0.00019179278774354963,5213.960398433345,27.111405784637732
192,argentina,2015,594749285413.2124,Private sector not guaranteed,7920.4,43131966.0,0.0001836317871529436,5445.6802686733,27.111405784637732
193,argentina,2015,594749285413.2124,Principal repayments (long-term),10820.7,43131966.0,0.00025087425878059905,3986.060606060606,27.111405784637732
194,argentina,2015,594749285413.2124,Public and publicly guaranteed sector,6365.3,43131966.0,0.00014757732119143375,6776.108902958226,27.111405784637732
195,argentina,2015,594749285413.2124,Public sector,6364.3,43131966.0,0.000147554136530665,6777.1736090379145,27.111405784637732
196,argentina,2015,594749285413.2124,of which: General Government,5976.7,43131966.0,0.00013856776201669083,7216.68579650978,27.111405784637732
197,argentina,2015,594749285413.2124,Private sector guaranteed by public sector,1.0,43131966.0,2.3184660768767182e-08,43131966.0,27.111405784637732
198,argentina,2015,594749285413.2124,Private sector not guaranteed,4455.4,43131966.0,0.0001032969375891653,9680.829106253086,27.111405784637732
199,argentina,2015,594749285413.2124,Interest payments (long-term),6076.3,43131966.0,0.00014087695422926005,7098.393101064792,27.111405784637732
200,argentina,2015,594749285413.2124,Public and publicly guaranteed sector,5145.7,43131966.0,0.00011930130891784529,8382.137707211847,27.111405784637732
201,argentina,2015,594749285413.2124,Public sector,5145.7,43131966.0,0.00011930130891784529,8382.137707211847,27.111405784637732
202,argentina,2015,594749285413.2124,of which: General Government,5109.8,43131966.0,0.00011846897959624656,8441.028220282595,27.111405784637732
203,argentina,2015,594749285413.2124,Private sector not guaranteed,930.7,43131966.0,2.1577963777491618e-05,46343.575803158914,27.111405784637732
204,argentina,2015,594749285413.2124,Summary external debt stock by creditor type,,43131966.0,,,27.111405784637732
205,argentina,2015,594749285413.2124,Long-term External debt stocks,114951.1,43131966.0,0.0026651022584966333,375.2201240353507,27.111405784637732
206,argentina,2015,594749285413.2124,Public and publicly guaranteed debt from:,72820.7,43131966.0,0.0016883232264441642,592.3036444307731,27.111405784637732
207,argentina,2015,594749285413.2124,Official creditors,27156.4,43131966.0,0.0006296119217009492,1588.2799634708576,27.111405784637732
208,argentina,2015,594749285413.2124,Multilateral,19777.6,43131966.0,0.00045853694682036983,2180.849344713211,27.111405784637732
209,argentina,2015,594749285413.2124,Bilateral,7378.8,43131966.0,0.0001710749748805793,5845.390307367052,27.111405784637732
210,argentina,2015,594749285413.2124,Private creditors,45664.4,43131966.0,0.001058713623209292,944.5424882402922,27.111405784637732
211,argentina,2015,594749285413.2124,Bondholders,42709.2,43131966.0,0.0009901983137054313,1009.8987103481218,27.111405784637732
212,argentina,2015,594749285413.2124,Commercial banks and others,2955.2,43131966.0,6.851530950386078e-05,14595.27815376286,27.111405784637732
213,argentina,2015,594749285413.2124,  Private nonguaranteed debt from:,42130.4,43131966.0,0.0009767790320524689,1023.7730000189887,27.111405784637732
214,argentina,2015,594749285413.2124,Bondholders,8516.3,43131966.0,0.00019744752650505194,5064.636755398472,27.111405784637732
215,argentina,2015,594749285413.2124,Commercial banks and others,33614.1,43131966.0,0.0007793315055474169,1283.1509991342919,27.111405784637732
216,argentina,2015,594749285413.2124,Net financial inflows,,43131966.0,,,27.111405784637732
217,argentina,2015,594749285413.2124,Net debt inflows,,43131966.0,,,27.111405784637732
218,argentina,2015,594749285413.2124,Long-term,5699.0,43131966.0,0.0001321293817212042,7568.339357782067,27.111405784637732
219,argentina,2015,594749285413.2124,Official creditors,702.3,43131966.0,1.628258725790519e-05,61415.30115335327,27.111405784637732
220,argentina,2015,594749285413.2124,Multilateral,-78.0,43131966.0,-1.8084035399638402e-06,-552973.9230769231,27.111405784637732
221,argentina,2015,594749285413.2124,Bilateral,780.4,43131966.0,1.8093309263945908e-05,55269.04920553562,27.111405784637732
222,argentina,2015,594749285413.2124,Private creditors,4996.6,43131966.0,0.00011584447599722212,8632.263138934475,27.111405784637732
223,argentina,2015,594749285413.2124,Bondholders,3123.2,43131966.0,7.241033251301366e-05,13810.183785860656,27.111405784637732
224,argentina,2015,594749285413.2124,Banks and other private,1873.4,43131966.0,4.343414348420844e-05,23023.3618020711,27.111405784637732
