,Country_Name,Country_Code,Series_Name,Series_Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
475,Mexico,MEX,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",SL.EMP.VULN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.6599998474121,38.6600008010864,40.6400003433228,38.5300006866455,37.1200008392334,35.460000038147,36.5899991989135,34.4099988937378,34.1300001144409,31.7800006866455,32.039999961853,32.6999998092652,32.9299993515015,32.4900002479553,30.8600006103515,29.7999997138977,29.3800005912781,28.8700003623963,29.85999917984,28.8799991607666,28.8400001525878,28.4100008010864,28.4500007629394,27.9900007247925,27.7400002479553,27.2400002479553,26.8900003433227,26.8299999237061,27.1600003242492,
476,Nicaragua,NIC,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",SL.EMP.VULN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.3600020408631,42.7400007247925,43.2199993133544,43.8500018119812,44.2099995613098,44.4800004959107,44.939998626709,45.4900007247925,45.7800016403198,46.3500003814698,46.9999980926514,47.8199987411499,48.4900007247925,46.8000011444091,45.3299989700317,44.9800004959107,45.1099987030029,45.2699995040893,45.3400011062622,44.5599994659423,43.5800008773803,42.4700002670288,41.4299993515014,40.3000011444091,39.2900009155273,38.2800006866455,37.3199996948242,37.039999961853,36.9599995613098,
477,Panama,PAN,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",SL.EMP.VULN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0800004005432,32.5100002288818,30.7300004959106,28.5600001811981,29.4600000381469,29.6699995994568,30.9200005531311,29.9500005245209,30.2900004386902,30.4900000095367,30.8300006389618,31.5899994373322,32.0399997234345,30.7099990844727,31.7900004386902,30.5000009536743,27.7000002861023,27.180000782013,32.2100005149842,30.8799991607666,28.9600007534028,29.1800007820129,29.8399996757508,29.8599996566773,30.659999370575,32.1999993324279,32.4499993324279,34.2500009536743,36.279999256134,
478,Peru,PER,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",SL.EMP.VULN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0399990081787,55.1799983978272,55.0399990081787,54.4799995422363,54.1800022125244,54.1699981689453,53.8599987030029,54.1599998474121,54.2899990081787,54.3600006103515,54.6200008392334,54.1900005340576,56.4900016784668,55.1299991607666,54.7400016784668,52.9500007629394,51.2799987792969,51.1499996185303,50.9699993133545,51.0799999237061,51.4099998474122,50.0599985122681,49.8200006484985,50.5700006484986,50.0,50.3900022506714,51.1399984359741,51.2700004577636,51.560001373291,
479,Paraguay,PRY,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",SL.EMP.VULN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.979998588562,52.0200004577637,51.9000015258789,51.7300014495849,51.4300012588501,51.5300016403198,51.3700017929077,51.6099996566772,51.9599990844726,52.420000076294,52.7400007247925,52.6199989318848,50.4199991226196,51.7499980926514,48.0500020980835,47.920000076294,45.5500011444092,42.7100000381469,44.8600015640259,42.0599999427795,41.4400010108947,42.1099996566772,38.2099995613098,37.2499995231629,38.779999256134,39.130000114441,38.5899991989136,37.6799998283387,36.9699993133544,
480,El Salvador,SLV,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",SL.EMP.VULN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.5599994659423,34.7199997901916,34.7000007629395,37.1800003051757,36.5999994277954,37.6400003433228,37.3199996948242,37.289999961853,37.3200001716614,37.3599991798401,38.3299999237061,39.3000001907348,36.6999998092651,35.6699995994568,38.8000011444092,35.5200004577637,36.6599998474121,37.2700004577636,38.279999256134,37.6800003051758,37.9299988746643,37.5300006866455,37.6200008392334,35.3900003433228,36.0000004768372,35.970000743866,36.3500003814698,34.3100008964539,34.6099996566772,
481,Suriname,SUR,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",SL.EMP.VULN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0000004768372,15.1099998950958,15.6800001859665,14.4199997186661,13.3499996066094,16.7800002098084,17.6399998664856,16.8999997377396,16.8799996376038,16.6500000953674,16.329999923706,16.0700000524521,15.6700004339218,15.0800001621247,14.7599999904633,14.3500003814697,14.0200002193451,13.7299998998642,13.5600000619889,13.2300001382828,12.8600004911423,12.6800001859665,12.5200003385544,12.4899997711182,12.269999742508,12.6600004434586,12.6600004434586,12.6800004243851,12.8600000143051,
482,Uruguay,URY,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",SL.EMP.VULN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5799990892411,23.3600007295608,23.3699998855591,23.1399998664856,23.2799999713898,23.0800002813339,22.7299996614456,22.5399992465972,23.3800003528595,23.239999294281,24.8299990892411,26.1800003051758,26.3099991083146,25.9599995613098,24.6899991035461,25.0300002098083,25.0600008964538,24.6200009584426,24.4100005626678,23.6599991321564,22.9199991226196,22.4100003242493,22.4599999189377,22.370000064373,23.1500006914139,23.7299993634224,23.9799990653992,24.4299995899201,24.7099993824958,
483,Argentina,ARG,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,0.219906324801654,0.148680033519912,-0.0201386779034425,-0.196538763267846,-0.0311449194739381,0.0368875693850709,0.0104436350372748,0.0566428539487241,-0.0080272882310086,0.0148061817021878,0.0055263965073011,0.0257197065136732,0.0219455475010597,0.0225784136574892,0.0275275947563916,0.0290916421460532,0.0290385032794284,0.0411942010743964,0.0572577820883159,0.0479294530261233,0.0372142538216609,0.0350965994560102,0.0436551970902556,0.0467059079671467,0.0695510325786165,0.0787122425962309,0.118029179346251,0.287114132337943,0.126992209050117,0.151079065846824,0.118794513835919,0.10522210268115,0.0634184317656255,0.0584852786713887,0.0459182667317131,0.0346286579223676,0.0253685396931604,0.0298414156639025,0.0269504387904764,0.0604054177334469,0.106711895768803,0.0961356674362457,0.0665065181767243,0.0532887924931625,0.0507973298000741,0.0322323855609157,0.0354642665792869,0.0359607197638356,0.031854413060716,0.0188413602753651,0.0333991852734491,0.0064450839532329,0.009479201211192,-0.003233904061182,0.0004804435270233,-0.0001865281777718,0.0144442515627734,0.0042047067370503,
484,Belize,BLZ,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,6.51614361025484,9.47726319998933,17.4124494029451,12.0877299868806,4.30269418868999,5.34368449763248,5.83765805522097,12.3801172825328,12.7325966410874,14.9905515155141,11.5540693970614,8.90235576180371,6.35247561010985,6.29099183831334,6.73177192482767,8.23242823448878,13.1382473430614,8.50513139934957,14.0694975392699,14.1433442411976,7.39840375113965,5.8241973761357,6.78486771311935,8.07060197955169,6.72530895149769,10.8166101784178,10.6725420100646,8.53872320593073,7.96767418309641,7.93469986979923,7.50520222476409,5.00091035351834,5.19449880481097,5.74350525331361,5.78958469831669,3.14961313512561,3.41808810339521,2.1814157574354,2.21008626684305,6.8438602960069,2.0727094450202,2.80665670228045,2.71418266339723,1.41818948824956,0.715781747043531,1.18606839910865,0.712231551274728,1.91255934329882,1.9702209867252,2.13913393290645,1.95369609321257,1.53931006503721,1.86854250263464,3.51113582724755,2.45564827717653,1.738354079786,2.08280690758365,1.97308112947589,1.92026851967091,2.07029031653271,
485,Bolivia,BOL,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,2.03111732236565,2.15704887357254,3.15339954004354,2.9152804734861,3.23512966966511,2.26782887351536,2.11521019549086,3.02471581124358,2.27313751533934,3.18121484920858,6.88468692457247,6.97170865458594,9.42943472567324,10.865900733758,10.5010139337389,9.37567374389128,12.0614541808123,9.88681511200505,9.29684004845332,10.4295556005223,10.5734413921051,8.12881035901013,6.59108938601675,6.42623305979058,5.21365789883326,8.52368036420264,7.79569875327279,9.80178864977411,8.42391900967545,5.91841494508484,7.30553955910861,3.47398421471352,3.65077393302863,3.67024628866875,2.98640297167824,2.37612993989592,2.59954532986479,2.44264936487385,2.15526575774529,2.48268911668522,2.09035173085951,2.60765428436101,1.85401431666258,1.78816043394703,
486,Brazil,BRA,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,1.24272106065336,0.611214859687235,0.664343923218994,0.378102046616429,0.327952805841518,0.246630539189847,0.162599114362043,0.0830560441887208,0.124427762163249,0.108657304363067,0.0615398172161925,0.0389949012660931,0.045532251452591,0.0400830879682251,0.0365816264535282,0.0898958438969346,0.0664934676130278,0.0557440419857405,0.077892016146909,0.0402579584553513,0.0576717708124442,0.103581659874011,0.068967719454018,0.0635472983852382,0.0458485688301803,0.0585612435540877,-0.0731652660881691,0.0549690127600334,0.050303153373445,0.0348772482739902,0.0311534407239295,0.0268752089881171,0.031569026272451,0.025404754935571,0.0401651025122273,0.0465151461904175,0.0479832656564763,0.0424222293114981,0.0274481287676949,0.0250895170768884,0.0102045567592304,0.0240296018989629,0.0283284670403448,0.0229929285328308,0.0217125368106008,0.0329820837719135,0.0536060813734682,0.047395913857395,0.0379271769744599,0.0567318924493216,0.0383836591072993,0.0135258525727021,0.0238689973201189,0.0158810314081911,
487,Chile,CHL,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,0.427420086712516,2.72999302563705,2.53136040986473,2.37134660211583,1.89653715080965,1.788856739713,1.79197742136956,1.36610421848126,1.09109897882652,0.915759239717459,0.634793682018864,0.254330182284349,0.32311895118874,0.237824806558522,0.0947216943337514,1.54115699845285,0.104034365696178,0.0788359129710742,0.0242565025489772,-0.141468536401591,-0.0268618182752617,0.0016643276645793,-0.0035035613672287,0.045839274921076,0.065633284000466,0.316075432006428,0.0220015565869817,0.140854401437827,0.21581289396211,0.246360158752401,0.348083664852335,0.348376505998272,0.310191423606523,0.375530487695274,0.28499821216644,0.227488364954343,0.260280612718889,0.158767203059038,0.134885282561852,0.0974708615783533,0.0672748897438823,0.0813908915587698,-0.0105470395664696,0.113073777625174,0.0594120243887389,0.15201655532311,0.0727074417656897,0.0688917403782946,0.0621396705166072,0.0472895963196685,0.0895600990968789,0.0688103805953106,0.0505949825996828,0.0304801289155587,0.0980128528064565,0.0229656068219895,0.0735455083394549,0.0264744224435059,,,
488,Colombia,COL,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,-0.178651344604697,1.16005996571258,0.992873051995177,1.48234972759139,0.708224846305039,0.698857465833303,1.55112150988176,1.70521398718007,2.00538567577408,1.68307767464587,1.89641230251167,1.36166903443985,1.2124515826377,1.27885049908064,0.714273450108267,0.552027026497202,0.452921345978308,0.210146159601871,0.251146549195986,0.142897535013647,0.127460048789085,0.148534464888597,0.162527818723249,0.116673729708417,0.136157447892417,0.158100332606727,0.151290199348633,0.237964356097887,0.213224526063521,0.201820194352635,0.22189726197588,0.278997854415607,0.425039858070538,0.164750872285805,0.114644699026398,0.199920794853546,0.205115987685899,0.182855059059644,0.185336726590948,0.375303202010341,0.207070702742396,0.417505470468416,0.480700889014708,0.892691488262284,0.47429048026752,0.452993287924186,0.638451131854051,0.371016543263027,0.418826035945705,0.47025132886616,0.243806761267996,0.316133565566846,0.21419745098475,0.232567190344605,0.330973833597231,0.468542371844997,0.395488928515839,0.277750237048552,0.547002130768053,0.285733195682317,
489,Costa Rica,CRI,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,0.837380693447983,1.46179238637294,1.95896948262735,1.6119758225595,2.16882877804456,2.6032976502261,2.0164428999016,1.88896019456779,1.57823283463022,1.65208322324361,1.24557523716551,1.33572025039123,1.30425432467621,1.09129121446895,0.981035876411896,1.06547189482836,0.575968244702273,0.559356055507977,1.04518922286727,0.778986307388995,0.535171043352705,1.32281514247304,2.892785635665,7.97818782898962,5.94031454243485,6.92245596744649,4.38181756845413,5.29975978757982,4.25893517901216,4.64681702715102,4.0756978636937,2.62442497397208,1.90221008910589,1.24910591250888,0.851779131198536,0.403264542267336,-0.0018137585223378,0.0300049572321906,0.221922123418275,0.0251170704796368,0.177725935923153,0.0936167721888092,0.0837041436925366,0.242840527438696,0.144527577092084,0.169074025266517,0.144471182661717,0.245945241142288,0.255333675236954,0.378754436212619,0.277448608597587,0.0860307186014945,0.0622061896384451,0.0668515378638605,0.109385685516664,0.206008484473415,0.178691844033085,0.173068801040271,0.168284820181051,0.0992523221709595,
490,Dominica,DMA,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,,10.7906731287683,12.4889745526716,16.4791870131574,24.0887546926127,17.8676508607188,18.6787617046032,10.0996992748928,15.1749462347991,14.1526864048443,8.8285690795333,10.6203466944211,10.5459829320152,13.1715249262463,9.9930271086499,8.31211653030014,5.60010443811399,3.7256662569904,7.73232956830456,9.57039557635049,15.7709344498044,5.08952513988233,6.2991320267625,3.24282164831934,5.19459579695827,6.24887617579503,9.69646392458891,3.46828208986125,8.80590261390785,6.29630462018961,5.23920848964705,4.84120828772942,4.86071668536847,7.56175861112132,6.69921412863475,4.98289660436578,5.3896740531361,4.19391518677577,2.93306052921682,2.25515161327805,1.53191737457631,3.77856078769584,4.88095886850142,8.54152494056309,
491,Ecuador,ECU,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,0.327867283031024,0.681907460265511,0.897377787494103,0.898409531932735,0.853854456541372,0.885676497860876,1.0569455110244,1.07605368919266,0.883342497552531,0.570334797217182,0.674127931224579,0.799704787458705,0.610042344689043,0.780252660764134,0.437494597905194,0.50609983588313,0.507369388500135,0.299077946566589,0.267557423100056,0.422138205225902,0.191335133970657,0.16228720678464,0.211417453583422,0.297994287770521,0.432349030028543,0.491808762448547,0.672522392230193,1.48813538368315,1.26651086231002,1.11765966117073,1.03145708209326,1.24617410230426,1.29051328650709,1.02727149201221,0.882154192001852,0.798096926422203,0.985126533964218,0.582650110956028,0.675324572683695,0.835045706228584,0.907238397762367,0.737005337080634,0.855504251211495,0.655549832150431,0.530478756222877,0.649508266018405,0.475536764925444,0.469765636560815,0.412039245749806,0.365046514298217,0.245780999545229,0.232233908463127,0.170994805849166,0.160705307379599,0.164812193889074,0.326313745536746,0.248611027552741,0.207258704848743,0.386222760011411,0.500359727054281,
492,Guatemala,GTM,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,1.60956244297005,1.45353756149852,0.881859109502194,0.848150008068069,0.948443947228149,1.05326973340911,0.753001119059272,1.05501709186534,1.05249831164799,0.805501014375913,0.777682507711534,0.614545245786366,0.923286449493423,0.728014905529208,0.712060407527037,0.839967588335546,1.15844766751662,0.774449050815311,0.529976388480315,0.599249849675112,0.535572959493436,0.452603890457562,0.509217319907745,0.637776481139652,0.524429489243962,0.795891557214857,1.74319764334818,3.45208614850655,2.75396825068399,2.8974681296237,2.49395490921748,2.05497016260096,1.92614601471903,1.9398943641945,1.52514125909157,1.41656797528092,1.18381844334445,1.46028843963613,1.19869085303238,1.55074171776623,1.36640761179978,1.23990402374147,1.25828328809314,1.21979496091917,1.00793420610456,1.02469556640819,1.7226485090629,1.42101636934674,1.42461575932152,1.0455907991982,1.01420850722399,0.775835405016804,0.627746636803301,0.959418160480736,0.496740107618253,0.677580684577913,0.410732649261914,0.523156349070893,0.55702698948466,0.520906945247023,
493,Guyana,GUY,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,4.84405458378186,5.41965186987756,4.78140063695257,3.85059101875502,2.84779861064509,3.52088877360026,4.13900593364216,4.90592439575349,7.2622753760058,7.91083932756543,6.88704098245236,6.22230649694217,4.53404957201676,2.77099988915912,2.94985650047605,2.0996103001756,5.12182662667291,2.74468076990005,5.41933337289213,5.90272260452507,4.74875226639868,10.2312234484194,5.82157048070055,3.62430472518954,2.68606516542286,2.78525669866871,5.78292419867855,9.01508547840741,7.12942628864224,15.4475403105074,56.9614520438554,59.8267917731328,25.6323204589555,24.2601333536718,14.8712014200564,12.7107049250606,13.5930223234281,34.8580377513397,11.397753527487,8.88320999920052,9.51551200804467,9.6722859119714,7.04175280558,8.46706207304618,13.40577811739,12.6002612942713,5.60450495429482,2.87079153656957,3.99914241597764,3.53248224631474,3.08820330517284,2.86850668005906,2.81180368903248,2.41257713950764,3.8661009539711,0.746653992735736,1.5636156946356,1.07944418694981,2.18870079121213,2.20922962272249,
494,Honduras,HND,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,1.56617750006846,2.06644148439974,1.53344637226259,1.8109847035283,2.38000000847711,2.35495915170899,1.82056311015742,1.52366093982545,2.60060915718366,1.90945467567031,1.99029120222491,1.66171263568552,2.10573835932628,1.58726558633085,1.90989226248776,3.43652977791006,2.31395360763151,2.02124332925603,1.66825243496722,2.06249448597167,2.27979898221343,2.2626432722972,3.01554531404303,3.39972822284183,4.54849977796478,4.67763187521794,4.89225251942626,4.23028898464141,5.1851494932413,4.72458676374353,8.84597694353022,6.8609745598726,6.83172601817897,6.13843664870503,5.78758416334744,7.37047404221781,4.81717723533795,4.98835184827019,4.60507425271493,12.1127265772629,5.80867744188785,7.69117783824789,5.10816429699491,4.07911637513105,6.48368168149857,7.04370777393082,5.02502520676264,3.43097050101337,3.45258032359332,2.94654990445195,3.1354478741872,2.15726438182616,3.30567597570508,3.6648895501479,3.36039247951196,2.78464244784959,2.05614310928575,2.05019063056919,3.0196493802536,1.98821870285154,
495,"Korea, Rep.",KOR,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,6.27692818459188,9.36219968515418,8.2981172187,6.51475898528467,4.91101016480313,6.96697158858722,5.7463724747849,5.17705384752454,3.81070207860285,4.29481300201875,2.99576874938951,3.25184452530487,3.3568807533876,2.0302246642688,1.28498016089498,1.14531346329833,0.726031909225604,0.618678173717336,0.315043675550537,0.200298153074765,0.214047036801015,0.459260530435013,0.0435116814124245,0.0087972704455332,-0.03836434785528,-0.0089023496522984,-0.0153684166857719,0.0072935609043182,0.0046858028251853,0.0209869194282399,0.0184680374993999,0.0164753186095276,-0.0008731075602535,-0.0089533957225594,-0.0247010995143188,0.0100973644463472,-0.0244889389372274,-0.0281721451550993,-0.0133123823088089,-0.0111986130609958,,,,,,,,,,,,,,,,,,,,,
496,Mexico,MEX,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,0.0612655716305187,0.614866655585822,0.2506361491442,0.0185114828229137,-0.116696092473807,0.230519569735769,0.153691416588009,0.137474579255139,0.0937127095966007,0.0677496101858581,0.0857656043113071,0.0436935314214794,0.0477612172687873,0.0242672396566944,0.0311829932671059,0.0251126851430124,0.0235910791734553,0.0232579941909628,0.0174349563937142,0.0514999679846962,0.0339151540188499,0.04387330805547,0.0870796817120688,0.10185267271326,0.0536785472958525,0.0810532577019328,0.212075022386136,0.125408969799151,0.102210520266755,0.0537404177910465,0.0705940061652556,0.0952994743714361,0.0959348809164999,0.0912692249363313,0.0873947081888332,0.118414120305489,0.0769360997752192,0.0233382647004895,0.0058556550815806,0.0078249634617457,-0.0058408323340487,0.0133221341570116,0.0178641357903947,0.0161423210079399,0.0176396284348363,0.0232786367362935,0.0256039739116325,0.0108657919518648,0.0135516424477623,0.0210954664850975,0.0435056421767656,0.0832386702406864,0.0346324066910584,0.0454505672825306,0.063511527194913,0.028124496813125,0.0771106146725988,0.0668492699388477,0.0461849309093448,0.0434710779302804,
497,Nicaragua,NIC,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,3.81406985328017,4.00818140347838,2.89322327026516,2.72596728746234,2.7981552769741,1.69688737783606,2.19558891385286,1.81927093668204,1.74872554417138,2.3195791961074,3.13078051698062,1.9653910853261,1.36147832062425,2.78594982238981,2.17676890500478,1.84732432328689,1.55554256765561,1.12970917920147,1.47855864292823,5.96056693733938,8.90051961559903,4.21694427412201,4.19843193841691,3.6575649655133,3.5799431157443,4.00832383279396,5.18859650192965,3.78547209783462,9.7439787658293,30.2357711050104,33.3637695953525,68.9560838204566,47.1774331038881,23.9236819256621,15.8913989733033,15.0948870568962,22.1724015375863,8.58514430465624,11.3373870851854,12.8300177490275,10.2319238546977,16.2324397594148,8.29063444903639,14.3892161872311,19.718324327489,10.6354614102457,9.52758774698405,10.0969546956678,8.00012384883603,8.21776685334755,6.00348235878546,5.64490502507065,5.26205117341844,4.74505146195173,3.78017691211345,3.7327273704752,3.40644912380138,4.3030630936947,2.85911964417181,3.20498824213456,
498,Panama,PAN,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,2.79053432747427,1.89418037198537,1.97786804131985,2.85603954562403,1.54974802707728,4.30428298223228,2.38549700781692,1.83826964876679,1.3048982461085,1.51668045160677,1.30837507351945,1.43389828190308,0.856721336245309,1.31397206413357,0.823354801337126,1.00773412254012,1.281225206822,0.870625598071278,0.628386013761878,0.530471863438044,0.576897576273924,0.516616125328873,0.521360538186013,0.547376866439522,1.05935824696718,0.768855549199003,0.555448133867283,0.544382593105307,0.390549517888402,0.353675741426941,1.61412837890944,1.68150210634,2.57899879656175,0.949866279450977,0.420759533393585,0.511093986727833,0.603037392452239,0.534458824396046,0.289920970886248,0.212865428798733,0.229480550250402,0.29231239789591,0.234082505439907,0.283579382928231,0.221325232729737,0.187013065539073,0.23045407278981,-0.637022301629745,0.149859678657066,0.259265837807325,0.477754653475706,0.338518378923156,0.136237846378225,0.0215728283858616,-0.424119316968701,0.0202405910091163,0.0420490453178729,0.0714372741721819,0.064752628538329,0.114368699741433,
499,Peru,PER,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,-0.401460164230362,-0.615730580722941,0.234425661945118,0.274459337010685,0.482786581162176,1.11695787978395,0.740017803991811,0.741846079325958,0.609409696989707,0.541321984900071,0.611954997279443,0.479057390424184,0.41740899561211,0.755461353372799,0.508032815146149,0.396437635390921,0.48322035211912,0.619103678401639,1.10828110086248,1.26453768353329,1.07513777958553,0.975626834929094,0.76161259838783,1.52669966152332,1.62184966786511,1.96390692915988,1.90654859299864,1.5259783248418,2.00299965706706,1.47737776638243,1.6014366845516,1.98747680203882,1.25032918222254,1.71452195113719,0.804641805175077,0.757497191380463,0.618633960541538,0.710794585758151,0.903155439995368,0.931255983591837,0.815804089833877,0.900894568694002,0.928513032864144,0.89534474432417,0.755703035522116,0.652433255055742,0.564410866019418,0.340847497064755,0.42281698885412,0.390927184415704,-0.218658102338939,0.37132772419972,0.213587265990496,0.190587326911968,0.171258519407943,0.18266165443033,0.17407988279846,-0.0006259339681055,0.213170656504429,0.217653675907082,
500,Paraguay,PRY,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.48553307909963,0.77311951342478,0.897374517947342,0.712978489292609,0.91386364452323,1.03576610487215,0.909737385883037,1.00012043116647,1.00100403007459,0.414152447009561,0.679460756399229,0.569755992741039,0.71557975155035,0.589449100305363,0.759834462152096,0.433366429585022,0.245577926059507,0.328310233153896,0.352225182622725,0.160391022189958,0.172680038013311,0.255578139747249,0.378573725287591,0.423152609834206,0.353180547174664,
501,El Salvador,SLV,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,1.66796949476754,2.2730229345934,1.50343286891523,1.08017899790536,1.22115382781395,1.25431757224904,0.888147784767355,1.27014326826663,0.86380971609436,0.587939584615963,0.915500501424563,0.742313117541451,0.888138418942888,1.09471720624204,1.08582610582997,2.41135094303586,3.543689172026,5.69695123812049,7.40926496158733,6.74199424991712,8.8357904715208,8.99816249805745,10.9891170676062,9.76093913125804,8.96185067525528,7.00416344930238,5.3276474019764,6.35762247738435,5.1935680713923,3.60308645091395,3.16324718136489,2.89562841288335,2.64395775121191,1.74007721573523,1.79911159155755,1.66877278648038,2.10496379801949,2.02142651037403,1.64904005049661,1.78895527111933,1.53782811780347,1.14532539984645,0.649512239311993,1.38261285225115,1.71551107424905,1.68858129711611,1.51223925022368,1.07191654572015,0.805399420733574,0.454911695061303,0.401407104003117,0.562082023010205,0.642687176466797,1.03231021133931,1.19580885779773,
502,Suriname,SUR,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,11.2142399171319,12.5409340844001,10.6793802600083,18.5849056089663,14.3561301522246,13.6059473881491,2.37565452515767,2.22096000331195,9.85651247811898,9.28929982758579,12.1961825422171,12.0622917064968,14.318828419875,10.9785029055721,13.8036275919116,11.6074187888771,21.9885153955015,14.9658734020108,9.35252842222136,12.7924634331818,10.5208469706518,10.7229314334918,10.9886057662756,0.437321114280801,0.584633153411848,1.08820160366552,1.50365781166879,1.90983600303775,1.8317433511911,9.38356138961662,15.7741015195908,9.69737689341699,19.7762184552572,18.5215020838878,10.0034578307446,11.1407468247042,12.6997364925159,8.3773237965146,5.35546377557322,3.98138334326432,3.87147318819889,3.26341957207131,1.17402877670983,0.909403766497716,1.74570540458608,2.44610820693407,2.45073594676279,5.12301914371204,2.81479338815956,3.98225897053908,2.36415758408938,1.8347852283885,0.842817880303992,0.6146166631611,0.258979980602233,0.312543587777109,0.524589203282493,0.629522780306293,0.392938765142519,0.654457820979671,
503,Uruguay,URY,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,1.53924498144786,0.142987431670598,0.208186594591927,0.570599266568304,0.113891205793404,0.160418784530387,0.261343970001673,0.35433437400973,1.56396299402657,0.981403904213427,0.543446407551032,0.331886574074074,1.0335816948436,0.43063588624649,0.126658742685248,0.141024373062162,0.187572464726107,0.341534253327742,0.107592343989547,0.0974274115035047,0.0882273394080951,0.0879319045020538,0.0702919637577287,0.115263044523787,0.128641539662513,0.17624109654178,0.497911488629298,0.228581734572763,0.431974345423446,0.381684671108209,0.512457666575932,0.38207797770737,0.51941708175281,0.772138973180886,0.437273878066115,0.362907444051361,0.180906765523487,0.156698748878814,0.109310355964422,0.107022404876262,0.0946959490414483,0.0788259704088902,0.118459225077966,0.149458333256163,0.18693559747978,0.108758848893488,0.128560064623629,0.161799719310636,0.111543272209536,0.165661142983762,0.118379738139681,0.0393460950267885,0.0366149421991079,0.0670506268874328,0.171163907506057,0.0456062368379565,0.0334393819109136,0.0686330187433647,,,
504,Argentina,ARG,"Net bilateral aid flows from DAC donors, Germany (current US$)",DC.DAC.DEUL.CD,12260000.2288818,14880000.1144409,-1610000.01430511,1559999.94277954,-15229999.5422363,-20209999.0844727,2039999.96185303,2079999.92370605,2349999.90463257,15720000.2670288,14890000.3433228,9550000.19073486,11630000.1144409,10460000.038147,9550000.19073486,8029999.73297119,8720000.26702881,10010000.2288818,10279999.7329712,14000000.0,18129999.1607666,15760000.2288818,16559999.4659424,16750000.0,9869999.88555908,12640000.3433228,26020000.4577637,22319999.6948242,29270000.4577637,21290000.9155273,40569999.6948242,29920000.0762939,45869998.9318848,34159999.8474121,31540000.9155273,20479999.5422363,10300000.1907349,10760000.2288818,17959999.0844727,11619999.8855591,7400000.09536743,9229999.54223633,13079999.9237061,16850000.3814697,10869999.8855591,13000000.0,10920000.0762939,11930000.3051758,22120000.8392334,22700000.7629395,21930000.3051758,21840000.1525879,21409999.8474121,19569999.6948242,20469999.3133545,41889999.3896484,4119999.88555908,10930000.3051758,11140000.3433228,9350000.38146973,
